PERIODO,COLE_AREA_UBICACION,COLE_BILINGUE,COLE_CALENDARIO,COLE_CARACTER,COLE_DEPTO_UBICACION,COLE_GENERO,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_NATURALEZA,COLE_SEDE_PRINCIPAL,ESTU_DEPTO_RESIDE,ESTU_GENERO,ESTU_MCPIO_RESIDE,ESTU_NACIONALIDAD,ESTU_PAIS_RESIDE,ESTU_PRIVADO_LIBERTAD,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONMADRE,FAMI_EDUCACIONPADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEAUTOMOVIL,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_TIENELAVADORA,real_puntaje_alto,prediccion_puntaje_alto
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,No,No,Si,No,0,0
20142,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,NO OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Postgrado,Postgrado,Estrato 2,Cuatro,Si,Si,Si,Si,1,1
20142,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,Seis,No,Si,No,Si,1,0
20194,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Educación profesional completa,Estrato 3,5 a 6,Si,Si,Si,Si,1,1
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Si,Si,Si,Si,0,1
20194,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,NO OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 4,3 a 4,No,Si,Si,No,1,1
20224,RURAL,,A,ACADÉMICO,BOYACA,MIXTO,COMPLETA,AQUITANIA,OFICIAL,N,BOYACA,M,AQUITANIA,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,No sabe,Estrato 1,1 a 2,No,No,No,No,0,0
20152,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Cuatro,Técnica o tecnológica incompleta,Primaria incompleta,Estrato 3,Tres,No,No,No,No,1,0
20172,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,COMPLETA,AQUITANIA,OFICIAL,S,BOYACA,M,AQUITANIA,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Si,Si,No,Si,0,0
20194,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,TARDE,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,No,Si,Si,Si,0,0
20194,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,N,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Cuatro,No sabe,No sabe,Estrato 3,3 a 4,Si,Si,Si,Si,0,1
20162,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,PESCA,COLOMBIA,COLOMBIA,N,Tres,Educación profesional incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,Seis,No,No,No,No,0,1
20194,RURAL,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,BOYACÁ,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 2,5 a 6,No,Si,No,Si,0,0
20162,RURAL,N,A,TÉCNICO,BOYACA,MIXTO,MAÑANA,NOBSA,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 2,Cuatro,No,No,No,Si,0,0
20151,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,SABATINA,SOGAMOSO,NO OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Primaria completa,Estrato 2,Tres,No,Si,No,Si,0,0
20162,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,NO OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Educación profesional completa,Estrato 3,Tres,No,Si,Si,Si,1,1
20152,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,NOBSA,OFICIAL,S,BOYACA,F,NOBSA,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 2,Ocho,No,No,No,Si,0,0
20224,RURAL,,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,No,No,No,No,0,0
20194,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,COMPLETA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Cuatro,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 2,5 a 6,No,Si,Si,Si,1,1
20194,URBANO,N,A,TÉCNICO,BOYACA,MIXTO,COMPLETA,PAJARITO,OFICIAL,S,BOYACA,F,PAJARITO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Sin Estrato,5 a 6,No,Si,No,No,0,0
20194,URBANO,N,A,TÉCNICO,BOYACA,MIXTO,COMPLETA,IZA,OFICIAL,S,BOYACA,F,IZA,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,No,No,No,0,0
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,No sabe,Estrato 2,5 a 6,No,Si,Si,Si,0,1
20194,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Primaria incompleta,Estrato 2,3 a 4,No,Si,No,No,1,1
20162,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,NOBSA,COLOMBIA,COLOMBIA,N,Tres,Educación profesional incompleta,Educación profesional completa,Estrato 2,Seis,Si,Si,Si,Si,1,1
20152,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Seis,Técnica o tecnológica completa,Primaria completa,Estrato 3,Seis,Si,Si,Si,Si,1,1
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,Si,Si,Si,0,1
20194,URBANO,N,A,TÉCNICO,BOYACA,MIXTO,COMPLETA,FIRAVITOBA,OFICIAL,S,BOYACA,M,FIRAVITOBA,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,No,No,No,No,0,0
20172,URBANO,N,A,TÉCNICO,BOYACA,MIXTO,COMPLETA,TASCO,OFICIAL,S,BOYACA,F,TASCO,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,5 a 6,No,No,Si,No,0,0
20142,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,MAÑANA,TOTA,OFICIAL,S,BOYACA,M,TOTA,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria completa,Estrato 1,Cuatro,No,No,No,No,0,0
20152,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,TARDE,SOGAMOSO,NO OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,Estrato 3,Tres,Si,Si,No,Si,0,0
20194,URBANO,N,A,TÉCNICO,BOYACA,MIXTO,COMPLETA,TASCO,OFICIAL,S,BOYACA,F,TASCO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,No,No,No,Si,0,0
20194,URBANO,,A,ACADÉMICO,BOYACA,MIXTO,COMPLETA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Primaria incompleta,Estrato 3,3 a 4,No,Si,Si,Si,0,1
20162,URBANO,N,A,TÉCNICO,BOYACA,MIXTO,COMPLETA,PISVA,OFICIAL,S,BOYACA,M,PISBA,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,Seis,No,No,No,No,0,0
20172,RURAL,N,A,TÉCNICO,BOYACA,MIXTO,UNICA,NOBSA,OFICIAL,S,BOYACA,F,NOBSA,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Educación profesional completa,Estrato 2,3 a 4,Si,No,No,Si,0,0
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,No,Si,Si,Si,0,1
20194,RURAL,,A,TÉCNICO,BOYACA,MIXTO,COMPLETA,MONGUA,OFICIAL,S,BOYACA,F,MONGUA,COLOMBIA,COLOMBIA,N,,Primaria incompleta,Primaria incompleta,Estrato 1,,,,No,,0,0
20194,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,COMPLETA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Postgrado,Educación profesional completa,Estrato 3,5 a 6,Si,Si,Si,Si,1,1
20162,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Uno,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 1,Seis,No,No,No,Si,1,1
20194,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,COMPLETA,PESCA,OFICIAL,S,BOYACA,M,PESCA,COLOMBIA,COLOMBIA,N,Cuatro,Primaria incompleta,Primaria incompleta,Estrato 2,5 a 6,No,No,No,Si,0,0
20152,RURAL,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,TARDE,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 1,Tres,No,No,No,No,0,0
20194,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Educación profesional completa,Estrato 2,3 a 4,No,No,Si,Si,0,0
20172,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,SABATINA,SOGAMOSO,NO OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 2,1 a 2,Si,No,No,No,0,0
20194,RURAL,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,UNICA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 2,5 a 6,No,No,No,No,0,0
20162,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,COMPLETA,AQUITANIA,OFICIAL,S,BOYACA,M,AQUITANIA,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,Siete,No,No,No,No,0,0
20194,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,NO OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,No sabe,No sabe,Estrato 2,5 a 6,No,Si,Si,Si,0,1
20162,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,NOBSA,OFICIAL,S,BOYACA,M,NOBSA,COLOMBIA,COLOMBIA,N,Cinco,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,Cinco,No,Si,Si,Si,0,0
20152,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,Estrato 2,Cuatro,No,Si,No,Si,0,1
20152,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Primaria completa,Estrato 2,Cinco,No,No,No,No,0,1
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,UNICA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Cuatro,Educación profesional incompleta,Educación profesional completa,Estrato 2,5 a 6,Si,Si,Si,Si,1,1
20162,URBANO,N,A,TÉCNICO,BOYACA,MIXTO,MAÑANA,FIRAVITOBA,OFICIAL,S,BOYACA,M,FIRAVITOBA,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria completa,Estrato 2,Cuatro,Si,No,No,Si,0,0
20152,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,MAÑANA,TOTA,OFICIAL,S,BOYACA,F,TOTA,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,Cuatro,No,Si,No,No,0,0
20172,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Educación profesional completa,Educación profesional completa,Estrato 2,3 a 4,Si,Si,Si,Si,0,1
20224,RURAL,,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Cinco,Primaria incompleta,Primaria incompleta,Estrato 1,5 a 6,No,Si,No,Si,0,0
20142,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,NOCHE,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria completa,Estrato 1,Cuatro,No,No,No,No,0,0
20162,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,TARDE,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,Siete,No,Si,Si,Si,0,1
20172,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,MAÑANA,TOTA,OFICIAL,S,BOYACA,M,TOTA,COLOMBIA,COLOMBIA,N,Cuatro,Primaria incompleta,Primaria incompleta,Estrato 3,5 a 6,No,No,No,No,0,0
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,COMPLETA,AQUITANIA,OFICIAL,S,BOYACA,M,AQUITANIA,COLOMBIA,COLOMBIA,N,Uno,Educación profesional completa,No sabe,Estrato 2,1 a 2,No,No,Si,Si,0,0
20152,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 3,Cuatro,No,Si,No,Si,1,0
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,NOCHE,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,No,Si,Si,Si,0,0
20152,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,SABATINA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 2,Cuatro,No,No,No,Si,0,0
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,UNICA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,,,,3 a 4,No,No,,Si,1,0
20151,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,TARDE,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,Cuatro,No,Si,Si,Si,0,0
20142,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,NOCHE,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria completa,Estrato 2,Cuatro,No,Si,No,Si,0,0
20172,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,NO OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,,Educación profesional incompleta,Técnica o tecnológica incompleta,Estrato 5,7 a 8,Si,Si,No,No,0,1
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,COMPLETA,AQUITANIA,OFICIAL,S,BOYACA,M,AQUITANIA,COLOMBIA,COLOMBIA,N,Dos,,,,3 a 4,No,No,,Si,0,0
20224,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,COMPLETA,PESCA,OFICIAL,S,BOYACA,M,PESCA,COLOMBIA,COLOMBIA,N,,Secundaria (Bachillerato) incompleta,No sabe,Estrato 2,,,,Si,,0,0
20152,RURAL,N,A,ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Primaria completa,Estrato 2,Cuatro,No,No,No,No,0,0
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Uno,Secundaria (Bachillerato) completa,Primaria completa,Estrato 2,3 a 4,Si,Si,Si,No,1,1
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,No,Si,Si,Si,0,1
20172,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Técnica o tecnológica completa,Estrato 4,3 a 4,No,No,No,Si,1,1
20194,URBANO,N,A,TÉCNICO,BOYACA,MIXTO,COMPLETA,TÓPAGA,OFICIAL,S,BOYACA,M,TÓPAGA,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Si,Si,No,No,0,0
20162,RURAL,N,A,ACADÉMICO,BOYACA,MIXTO,MAÑANA,AQUITANIA,OFICIAL,S,BOYACA,M,AQUITANIA,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria completa,Estrato 1,Cinco,No,No,No,No,0,0
20172,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Ninguno,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,Si,Si,Si,1,1
20172,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,TARDE,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Técnica o tecnológica completa,Estrato 2,3 a 4,No,Si,Si,Si,1,1
20172,RURAL,,A,ACADÉMICO,BOYACA,MIXTO,MAÑANA,TIBASOSA,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Técnica o tecnológica completa,Primaria incompleta,Estrato 2,1 a 2,No,Si,Si,Si,0,0
20172,URBANO,,A,NO APLICA,BOYACA,MIXTO,COMPLETA,BUSBANZA,OFICIAL,S,BOYACA,M,BUSBANZÁ,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,1 a 2,No,No,Si,No,0,0
20201,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,MAÑANA,DUITAMA,NO OFICIAL,S,BOYACA,M,DUITAMA,COLOMBIA,COLOMBIA,N,Tres,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 4,5 a 6,No,Si,Si,Si,1,0
20224,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,COMPLETA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Educación profesional completa,Estrato 3,3 a 4,Si,Si,Si,Si,1,1
20224,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,COMPLETA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Secundaria (Bachillerato) incompleta,Estrato 3,5 a 6,Si,Si,Si,Si,1,1
20142,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,NOBSA,OFICIAL,S,BOYACA,M,NOBSA,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 1,Seis,No,Si,Si,Si,0,0
20152,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,COMPLETA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 2,Dos,Si,Si,Si,Si,0,1
20172,RURAL,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,TARDE,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,No,No,No,No,0,0
20172,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 3,3 a 4,No,Si,No,Si,1,1
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,N,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 2,5 a 6,No,No,Si,Si,0,0
20152,URBANO,N,A,ACADÉMICO,BOYACA,MIXTO,COMPLETA,SOGAMOSO,NO OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Educación profesional incompleta,Estrato 3,Tres,No,Si,Si,Si,1,1
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,5 a 6,No,Si,No,Si,0,1
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Si,No,No,Si,0,0
20224,RURAL,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,UNICA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria completa,Estrato 2,3 a 4,No,No,Si,Si,0,0
20224,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,M,SOGAMOSO,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Primaria incompleta,Estrato 1,3 a 4,No,Si,Si,Si,0,1
20194,URBANO,N,A,TÉCNICO/ACADÉMICO,BOYACA,MIXTO,MAÑANA,SOGAMOSO,OFICIAL,S,BOYACA,F,SOGAMOSO,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria completa,Estrato 2,5 a 6,No,No,No,No,1,0
